Name,Price,Sold,Date_Crawl,Link_Item
Áo Thun Polo Nam cổ bẻ thêu gấu Tedear vải Cá Sấu Cotton thoáng mát - Hàng chất lượng cao,99,436,03/12/2022,https://shopee.vn/%C3%81o-Thun-Polo-Nam-c%E1%BB%95-b%E1%BA%BB-th%C3%AAu-g%E1%BA%A5u-Tedear-v%E1%BA%A3i-C%C3%A1-S%E1%BA%A5u-Cotton-tho%C3%A1ng-m%C3%A1t-H%C3%A0ng-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-cao-i.54213182.15251035945?sp_atk=a116853a-7e85-45ac-bed3-a983df43c9ec&xptdk=a116853a-7e85-45ac-bed3-a983df43c9ec
Áo Thun Nam Có Cổ Ngắn Tay PK02 Thời Trang Top Fashion Shop Chất Liệu Thun Co Dãn Cực Tốt,99,23,03/12/2022,https://shopee.vn/%C3%81o-Thun-Nam-C%C3%B3-C%E1%BB%95-Ng%E1%BA%AFn-Tay-PK02-Th%E1%BB%9Di-Trang-Top-Fashion-Shop-Ch%E1%BA%A5t-Li%E1%BB%87u-Thun-Co-D%C3%A3n-C%E1%BB%B1c-T%E1%BB%91t-i.132094680.3454282178?sp_atk=bca849b4-b4be-4dca-b862-035fe3205546&xptdk=bca849b4-b4be-4dca-b862-035fe3205546
Áo polo nam cổ vest chất cotton cao cấp co giãn 4 chiều. chống nhăn. trẻ trung HIDDLE | H02-T05,99,103,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-c%E1%BB%95-vest-ch%E1%BA%A5t-cotton-cao-c%E1%BA%A5p-co-gi%C3%A3n-4-chi%E1%BB%81u-ch%E1%BB%91ng-nh%C4%83n-tr%E1%BA%BB-trung-HIDDLE-H02-T05-i.275570035.9951701940?sp_atk=9f083619-133a-45e7-843b-de794cb8e55f&xptdk=9f083619-133a-45e7-843b-de794cb8e55f
Áo Thun Polo Nam Basic TRƠN cổ phối vải Cá Sấu chuẩn form.hình in sắc nét. POLO T 22-SoHa Clothing,99,233,03/12/2022,https://shopee.vn/%C3%81o-Thun-Polo-Nam-Basic-TR%C6%A0N-c%E1%BB%95-ph%E1%BB%91i-v%E1%BA%A3i-C%C3%A1-S%E1%BA%A5u-chu%E1%BA%A9n-form-h%C3%ACnh-in-s%E1%BA%AFc-n%C3%A9t-POLO-T-22-SoHa-Clothing-i.166871494.18925704365?sp_atk=f8a71606-169b-4390-b5c9-23d90ae700db&xptdk=f8a71606-169b-4390-b5c9-23d90ae700db
Áo Polo Nam phối vai BEIGE ATINO thanh lịch trẻ trung vải cá sấu Cotton cao cấp chuẩn form PL2.3058,99,458,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-ph%E1%BB%91i-vai-BEIGE-ATINO-thanh-l%E1%BB%8Bch-tr%E1%BA%BB-trung-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-Cotton-cao-c%E1%BA%A5p-chu%E1%BA%A9n-form-PL2.3058-i.439115986.20531538918?sp_atk=7325ddd1-b4b0-4221-bf6d-c716317b6b38&xptdk=7325ddd1-b4b0-4221-bf6d-c716317b6b38
(Hàng Mới Về) Áo POLO Cổ Bẻ Phối 3 Sọc Họa Tiết LV Cotton Thoáng Khí Siêu Hot Mã GAREMSTORE,99,28,03/12/2022,https://shopee.vn/(H%C3%A0ng-M%E1%BB%9Bi-V%E1%BB%81)-%C3%81o-POLO-C%E1%BB%95-B%E1%BA%BB-Ph%E1%BB%91i-3-S%E1%BB%8Dc-H%E1%BB%8Da-Ti%E1%BA%BFt-LV-Cotton-Tho%C3%A1ng-Kh%C3%AD-Si%C3%AAu-Hot-M%C3%A3-GAREMSTORE-i.172103551.18400908581?sp_atk=ce96d195-5e0c-4c2b-bf9c-c54427961c37&xptdk=ce96d195-5e0c-4c2b-bf9c-c54427961c37
Áo Polo Nam ELEGANCE ATINO chữ nổi tinh tế vải cá sấu Cotton cao cấp thoáng mát chuẩn form PL2.3000,99,500,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-ELEGANCE-ATINO-ch%E1%BB%AF-n%E1%BB%95i-tinh-t%E1%BA%BF-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-Cotton-cao-c%E1%BA%A5p-tho%C3%A1ng-m%C3%A1t-chu%E1%BA%A9n-form-PL2.3000-i.439115986.11412583502?sp_atk=2f3e711a-5307-4fc9-a621-5a6319e56dbd&xptdk=2f3e711a-5307-4fc9-a621-5a6319e56dbd
Áo Polo Nam NEWITEMS ATINO phối màu vải cá sấu Cotton cao cấp sang trọng lịch lãm chuẩn form PL2.3050,99,711,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-NEWITEMS-ATINO-ph%E1%BB%91i-m%C3%A0u-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-Cotton-cao-c%E1%BA%A5p-sang-tr%E1%BB%8Dng-l%E1%BB%8Bch-l%C3%A3m-chu%E1%BA%A9n-form-PL2.3050-i.439115986.15090840640?sp_atk=affaf3b1-8804-4609-b842-4f003287a0a3&xptdk=affaf3b1-8804-4609-b842-4f003287a0a3
Áo thun polo nam THÁI KHANG vải cá sấu nhập khẩu mịn mặc thoải mái APOLO14,99,176,03/12/2022,https://shopee.vn/%C3%81o-thun-polo-nam-TH%C3%81I-KHANG-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-nh%E1%BA%ADp-kh%E1%BA%A9u-m%E1%BB%8Bn-m%E1%BA%B7c-tho%E1%BA%A3i-m%C3%A1i-APOLO14-i.66943611.15371349210?sp_atk=dbf12423-f577-48de-8445-2a98a2b28110&xptdk=dbf12423-f577-48de-8445-2a98a2b28110
Áo Polo Nam Phối Tay Áo ATINO Chất Liệu Cotton Cá Sấu Thoáng Mát Form Regular PL2.3080,99,444,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-Ph%E1%BB%91i-Tay-%C3%81o-ATINO-Ch%E1%BA%A5t-Li%E1%BB%87u-Cotton-C%C3%A1-S%E1%BA%A5u-Tho%C3%A1ng-M%C3%A1t-Form-Regular-PL2.3080-i.439115986.18231540535?sp_atk=00621927-8edf-4a40-bd42-dc9902cb6250&xptdk=00621927-8edf-4a40-bd42-dc9902cb6250
Áo PoLo unisex form rộng phong cách Hàn Quốc cổ bẻ𝑻𝒉𝒆̂𝒖 𝒄𝒉𝒖̛̃ 𝑨𝑬⚡Áo Pô Lô Unisex thêu chữ,99.000 - 109.000,65,03/12/2022,https://shopee.vn/%C3%81o-PoLo-unisex-form-r%E1%BB%99ng-phong-c%C3%A1ch-H%C3%A0n-Qu%E1%BB%91c-c%E1%BB%95-b%E1%BA%BB%F0%9D%91%BB%F0%9D%92%89%F0%9D%92%86%CC%82%F0%9D%92%96-%F0%9D%92%84%F0%9D%92%89%F0%9D%92%96%CC%9B%CC%83-%F0%9D%91%A8%F0%9D%91%AC%E2%9A%A1%C3%81o-P%C3%B4-L%C3%B4-Unisex-th%C3%AAu-ch%E1%BB%AF-i.457800786.11095812584?sp_atk=916fb99a-23a1-4ccb-bc72-2945f6a79027&xptdk=916fb99a-23a1-4ccb-bc72-2945f6a79027
Áo Polo Nam Vải Cotton Spandex. Dệt Sọc Vi Tính . Bo cổ Trơn Tạo Nét Trẻ Trung Blentino PL05.Không đẹp hoàn hàng.,99.5,180,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-V%E1%BA%A3i-Cotton-Spandex.-D%E1%BB%87t-S%E1%BB%8Dc-Vi-T%C3%ADnh-Bo-c%E1%BB%95-Tr%C6%A1n-T%E1%BA%A1o-N%C3%A9t-Tr%E1%BA%BB-Trung-Blentino-PL05.Kh%C3%B4ng-%C4%91%E1%BA%B9p-ho%C3%A0n-h%C3%A0ng.-i.242019729.3232658895?sp_atk=c128672f-4a9e-423b-9eee-77c983438b75&xptdk=c128672f-4a9e-423b-9eee-77c983438b75
Áo polo cổ bẻ tay dài nam đen KING Áo phông polo nam dài tay trung niên dáng đẹp T02,101,80,03/12/2022,https://shopee.vn/%C3%81o-polo-c%E1%BB%95-b%E1%BA%BB-tay-d%C3%A0i-nam-%C4%91en-KING-%C3%81o-ph%C3%B4ng-polo-nam-d%C3%A0i-tay-trung-ni%C3%AAn-d%C3%A1ng-%C4%91%E1%BA%B9p-T02-i.171157061.4147714106?sp_atk=be25df94-87c7-46c0-b471-57bb3be4f3b2&xptdk=be25df94-87c7-46c0-b471-57bb3be4f3b2
Áo polo nam. áo thun nam cổ dệt bo len in hình đẳng cấp. Nhật Duy Store,101.600 - 106.000,165,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-%C3%A1o-thun-nam-c%E1%BB%95-d%E1%BB%87t-bo-len-in-h%C3%ACnh-%C4%91%E1%BA%B3ng-c%E1%BA%A5p-Nh%E1%BA%ADt-Duy-Store-i.467723383.11413529013?sp_atk=307f1b43-a0ae-44f5-8807-e907beef1912&xptdk=307f1b43-a0ae-44f5-8807-e907beef1912
Áo Polo Tay Lỡ Raglan Form Rộng Unisex. Áo Thun Có Cổ Nam Nữ Oversize Phong Cách Trẻ Trung Năng Động,109,17,03/12/2022,https://shopee.vn/%C3%81o-Polo-Tay-L%E1%BB%A1-Raglan-Form-R%E1%BB%99ng-Unisex-%C3%81o-Thun-C%C3%B3-C%E1%BB%95-Nam-N%E1%BB%AF-Oversize-Phong-C%C3%A1ch-Tr%E1%BA%BB-Trung-N%C4%83ng-%C4%90%E1%BB%99ng-i.689070828.21664920442?sp_atk=43962f55-2f26-4979-8a2d-7f89f848ca65&xptdk=43962f55-2f26-4979-8a2d-7f89f848ca65
Áo polo nam . cổ dệt bo len .áo thun nam có cổ tay ngắn thanh lịch PL01 - Soha Clothing,109,107,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-c%E1%BB%95-d%E1%BB%87t-bo-len-%C3%A1o-thun-nam-c%C3%B3-c%E1%BB%95-tay-ng%E1%BA%AFn-thanh-l%E1%BB%8Bch-PL01-Soha-Clothing-i.166871494.3953493717?sp_atk=b34d5756-c58d-4ef9-b5fb-ab928c09d185&xptdk=b34d5756-c58d-4ef9-b5fb-ab928c09d185
Áo thun nam có cổ. áo polo nam đẹp phông trơn chất cá sấu co giãn thoải mái. cực kỳ thoáng mát,109,150,03/12/2022,https://shopee.vn/%C3%81o-thun-nam-c%C3%B3-c%E1%BB%95-%C3%A1o-polo-nam-%C4%91%E1%BA%B9p-ph%C3%B4ng-tr%C6%A1n-ch%E1%BA%A5t-c%C3%A1-s%E1%BA%A5u-co-gi%C3%A3n-tho%E1%BA%A3i-m%C3%A1i-c%E1%BB%B1c-k%E1%BB%B3-tho%C3%A1ng-m%C3%A1t-i.717160899.14870646225?sp_atk=6e8a434e-25fd-4198-b5e1-30d5705637c8&xptdk=6e8a434e-25fd-4198-b5e1-30d5705637c8
Áo polo nam cổ bẻ. áo thun polo nam phong cách thời thượng ⚡The Lizard⚡,109.2,871,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-c%E1%BB%95-b%E1%BA%BB-%C3%A1o-thun-polo-nam-phong-c%C3%A1ch-th%E1%BB%9Di-th%C6%B0%E1%BB%A3ng-%E2%9A%A1The-Lizard%E2%9A%A1-i.709928494.15063969859?sp_atk=11e853ad-1bfc-491d-a9ed-c1859b7d7146&xptdk=11e853ad-1bfc-491d-a9ed-c1859b7d7146
Áo polo nam XANH RÊU HOTTREND. áo cao cấp vải cá sấu size VNXK sang trọng. thời trang - HOKOMEN,110.200 - 127.600,418,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-XANH-R%C3%8AU-HOTTREND-%C3%A1o-cao-c%E1%BA%A5p-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-size-VNXK-sang-tr%E1%BB%8Dng-th%E1%BB%9Di-trang-HOKOMEN-i.866306700.15892910218?sp_atk=76786f4b-a446-4026-b623-bb7fb5d7c93b&xptdk=76786f4b-a446-4026-b623-bb7fb5d7c93b
Áo thun nam Polo Kevin vải cá sấu viền cổ,117.000 - 123.500,100,03/12/2022,https://shopee.vn/%C3%81o-thun-nam-Polo-Kevin-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-vi%E1%BB%81n-c%E1%BB%95-i.554890126.16985620789?sp_atk=c9fb789b-13c8-40d5-84fc-46ef1084bf80&xptdk=c9fb789b-13c8-40d5-84fc-46ef1084bf80
Áo polo Ngắn Tay size Lớn Thời Trang Mùa Hè Dành Cho Nam 2022,117.578 - 187.299,40,03/12/2022,https://shopee.vn/%C3%81o-polo-Ng%E1%BA%AFn-Tay-size-L%E1%BB%9Bn-Th%E1%BB%9Di-Trang-M%C3%B9a-H%C3%A8-D%C3%A0nh-Cho-Nam-2022-i.799892023.17276582984?sp_atk=e3242170-a773-4d31-96be-2e0217468476&xptdk=e3242170-a773-4d31-96be-2e0217468476
Áo polo nam . cổ dệt bo len .áo thun nam có cổ tay ngắn thanh lịch POLO-15 - Soha Clothing,119,158,03/12/2022,https://shopee.vn/%C3%81o-polo-nam-c%E1%BB%95-d%E1%BB%87t-bo-len-%C3%A1o-thun-nam-c%C3%B3-c%E1%BB%95-tay-ng%E1%BA%AFn-thanh-l%E1%BB%8Bch-POLO-15-Soha-Clothing-i.166871494.4978675857?sp_atk=43229c13-d6bc-4931-9f47-10b24703ca2b&xptdk=43229c13-d6bc-4931-9f47-10b24703ca2b
Áo Polo Wabisabi -WsA12 Chất Vải Đẹp,119,1300,03/12/2022,https://shopee.vn/%C3%81o-Polo-Wabisabi-WsA12-Ch%E1%BA%A5t-V%E1%BA%A3i-%C4%90%E1%BA%B9p-i.835118161.18432596154?sp_atk=f5fa17bf-951e-4b92-87f4-7cf3ed2bca3c&xptdk=f5fa17bf-951e-4b92-87f4-7cf3ed2bca3c
Áo thun polo big size GEMME MEN họa tiết Ai Cập chuẩn form. trẻ trung. thanh lịch. đủ màu. Big Size 55- 130kg,197.780 - 319.000,172,03/12/2022,https://shopee.vn/%C3%81o-thun-polo-big-size-GEMME-MEN-h%E1%BB%8Da-ti%E1%BA%BFt-Ai-C%E1%BA%ADp-chu%E1%BA%A9n-form-tr%E1%BA%BB-trung-thanh-l%E1%BB%8Bch-%C4%91%E1%BB%A7-m%C3%A0u-Big-Size-55-130kg-i.767488828.20601412166?sp_atk=a5a1fd9e-903b-463f-8a96-b545fb8f6c4f&xptdk=a5a1fd9e-903b-463f-8a96-b545fb8f6c4f
Áo thun nam cổ tròn trơn MATANO AT042 ngắn tay đơn giản dễ mặc vải cotton thoáng mát. co giãn 4 chiều,149,639,03/12/2022,https://shopee.vn/%C3%81o-thun-nam-c%E1%BB%95-tr%C3%B2n-tr%C6%A1n-MATANO-AT042-ng%E1%BA%AFn-tay-%C4%91%C6%A1n-gi%E1%BA%A3n-d%E1%BB%85-m%E1%BA%B7c-v%E1%BA%A3i-cotton-tho%C3%A1ng-m%C3%A1t-co-gi%C3%A3n-4-chi%E1%BB%81u-i.426174340.9944744735?sp_atk=c89c6641-43c7-4cfc-8b68-8672744ec864&xptdk=c89c6641-43c7-4cfc-8b68-8672744ec864
Áo Polo Nam Custom Slim Fit Vải Cotton Viền Phối Màu Thêu Logo,349,0,03/12/2022,https://shopee.vn/%C3%81o-Polo-Nam-Custom-Slim-Fit-V%E1%BA%A3i-Cotton-Vi%E1%BB%81n-Ph%E1%BB%91i-M%C3%A0u-Th%C3%AAu-Logo-i.590404149.19760639261?sp_atk=046c8a69-357a-46cd-8d05-fdc5994d4c0f&xptdk=046c8a69-357a-46cd-8d05-fdc5994d4c0f
Áo Polo nam có cổ RAKEN LEEVUS màu trắng xanh đen. thêu logo. vải CVC cá sấu. form regular APL266,299,620,03/12/2022,https://shopee.vn/%C3%81o-Polo-nam-c%C3%B3-c%E1%BB%95-RAKEN-LEEVUS-m%C3%A0u-tr%E1%BA%AFng-xanh-%C4%91en-th%C3%AAu-logo-v%E1%BA%A3i-CVC-c%C3%A1-s%E1%BA%A5u-form-regular-APL266-i.147229880.20140093814?sp_atk=e2190ed6-a32b-4c0c-8dd9-5947c2a8189b&xptdk=e2190ed6-a32b-4c0c-8dd9-5947c2a8189b
Áo Polo nam phối IDA vải cá sấu cotton UNI. nam tính. thanh lịch. sang trọng - POLOMANOR,320,105,03/12/2022,https://shopee.vn/%C3%81o-Polo-nam-ph%E1%BB%91i-IDA-v%E1%BA%A3i-c%C3%A1-s%E1%BA%A5u-cotton-UNI-nam-t%C3%ADnh-thanh-l%E1%BB%8Bch-sang-tr%E1%BB%8Dng-POLOMANOR-i.225909574.18552266714?sp_atk=7b0d6804-f63b-4a5f-9d92-ec098f33f73c&xptdk=7b0d6804-f63b-4a5f-9d92-ec098f33f73c
